cpc;qid;tipo;nom1;nom2;nac1;nac2;sex1;sex2;pais1;pais2;ciudad1;ciudad2;oficio1;oficio2;padre1;padre2;afil1;afil2;num_ent;alias
G01034;Q1042149;pagina di disambiguazione di un progetto Wikimedia per nomi di persona;Carlo Galli;Carlo Galli;1889;0;m;;Italia;;Carpi;;operaio;;Olivo;;comunista;pagina di disambiguazione di un progetto Wikimedia;15;
G01034;Q1042161;umano;Carlo Galli;Carlo Galli;1889;1878;m;m;Italia;Italia|Regno d'Italia;Carpi;Firenze;operaio;diplomatico|inviato|politico;Olivo;;comunista;diplomatico italiano (1878-1966);15;
G01034;Q114562296;umano;Carlo Galli;Carlo Galli;1889;1837;m;m;Italia;;Carpi;Pavia;operaio;;Olivo;;comunista;(Pavia 1837-11-16 - cambia valute.);15;
G01034;Q102284627;umano;Carlo Galli;Carlo Galli;1889;0;m;m;Italia;;Carpi;;operaio;compositore;Olivo;;comunista;compositore;15;
G01034;Q57451777;umano;Carlo Galli;Carlo Galli;1889;0;m;m;Italia;;Carpi;;operaio;ricercatore;Olivo;;comunista;researcher ORCID ID = 0000-0001-7476-7181;15;
G01034;Q1042163;umano;Carlo Galli;Carlo Galli da Bibbiena;1889;1728;m;m;Italia;Italia;Carpi;Vienna;operaio;architetto|pittore;Olivo;Giuseppe;comunista;architetto, scenografo e pittore austriaco;15;Carlo Galli da Bibbiena
G01034;Q21832885;umano;Carlo Galli;Carlo Gallini;1889;1848;m;m;Italia;Regno d'Italia;Carpi;Finale Emilia;operaio;politico;Olivo;;comunista;avvocato e politico italiano;15;
G01034;Q3659394;umano;Carlo Galli;Carlo Gallina;1889;1895;m;m;Italia;Regno d'Italia;Carpi;Garbagna Novarese;operaio;calciatore|soldato;Olivo;;comunista;militare e calciatore italiano (1895-1944);15;
G01034;Q131692399;umano;Carlo Galli;Carlo Gallier;1889;0;m;m;Italia;;Carpi;;operaio;economista;Olivo;;comunista;;15;
G01034;Q113847747;umano;Carlo Galli;Carlo Galliano;1889;0;m;m;Italia;;Carpi;;operaio;ricercatore;Olivo;;comunista;researcher;15;
G01034;Q75358914;umano;Carlo Galli;Carlo Galli Zugaro;1889;1934;m;m;Italia;;Carpi;;operaio;;Olivo;;comunista;(born 1934);15;
G01034;Q75358921;umano;Carlo Galli;Carlo Galli Zugaro;1889;1961;m;m;Italia;;Carpi;;operaio;;Olivo;Carlo;comunista;(born 1961);15;
G01034;Q139452444;umano;Carlo Galli;Q139452444;1889;0;m;m;Italia;;Carpi;;operaio;naturalista;Olivo;;comunista;;15;
G01340;Q15120189;umano;Luigi Gallo;Luigi Gallo;1904;1977;m;m;Italia;Italia;Borgoricco;Prato;autista;politico;Vittorio;;socialista;politico italiano;19;
G01340;Q91515361;umano;Luigi Gallo;Luigi Gallo;1904;0;m;m;Italia;Italia;Borgoricco;;autista;zootecnico;Vittorio;;socialista;zootecnico italiano;19;
G01340;Q62058347;umano;Luigi Gallo;Luigi Gallo;1904;1976;m;m;Italia;Italia;Borgoricco;;autista;informatico;Vittorio;;socialista;informatico italiano (1976-);19;
G01340;Q59779820;umano;Luigi Gallo;Luigi Gallo;1904;1877;m;m;Italia;Regno d'Italia;Borgoricco;Cosenza;autista;architetto;Vittorio;;socialista;architetto italiano;19;
G01340;Q111828234;umano;Luigi Gallo;Luigi Gallo;1904;1964;m;m;Italia;Italia;Borgoricco;Pavia;autista;musicista|poeta|sassofonista;Vittorio;;socialista;sassofonista e poeta italiano (1964-);19;
G01340;Q111828257;umano;Luigi Gallo;Luigi Gallo;1904;1966;m;m;Italia;Italia;Borgoricco;Roma;autista;conservatore di museo|curatore|professore universitario|saggista|storico dell'arte;Vittorio;;socialista;storico dell'arte e curatore museale italiano (1966-);19;
G01340;Q110764661;umano;Luigi Gallo;Luigi Gallo;1904;1915;m;m;Italia;Regno d'Italia;Borgoricco;Roma;autista;soldato;Vittorio;;socialista;militare italiano, medaglia d'oro al valor militare;19;
G01340;Q111828388;umano;Luigi Gallo;Luigi Gallo;1904;1955;m;m;Italia;Italia;Borgoricco;Salerno;autista;professore universitario|storico dell'antichità classica;Vittorio;;socialista;storico dell'antichità italiano (1955-);19;
G01340;Q111828505;umano;Luigi Gallo;Luigi Gallo;1904;1801;m;;Italia;;Borgoricco;;autista;;Vittorio;;socialista;"1801-1857; Anatomista";19;
G01340;Q111828173;umano;Luigi Gallo;Luigi Gallo;1904;1817;m;m;Italia;Regno di Sardegna;Borgoricco;Carignano;autista;missionario|sacerdote cattolico|storico della Chiesa;Vittorio;;socialista;sacerdote e missionario italiano (1817-1863);19;
G01340;Q134310474;umano;Luigi Gallo;Q134310474;1904;0;m;;Italia;;Borgoricco;;autista;politico;Vittorio;;socialista;Deputato;19;
G01340;Q137907750;umano;Luigi Gallo;Luigi Gallo;1904;0;m;;Italia;;Borgoricco;;autista;ricercatore;Vittorio;;socialista;researcher;19;
G01340;Q3839671;umano;Luigi Gallo;Luigi Gallotta;1904;1898;m;m;Italia;Italia|Regno d'Italia;Borgoricco;Eboli;autista;fotografo;Vittorio;;socialista;fotografo italiano;19;
G01340;Q58232636;umano;Angelo Gallo;Angelo Gallo;1904;0;m;m;Italia;;Borgoricco;;autista;ricercatore;Vittorio;;socialista;researcher, ORCID id # 0000-0001-9778-4822;19;
G01340;Q52847164;scuola dell'infanzia;Angelo Gallo;Angelo Gallo;1904;0;m;;Italia;;Borgoricco;;autista;;Vittorio;;socialista;scuola infanzia di Riesi in provincia di Caltanissetta (Italia) [codice scuola: CLAA81704N];19;
G01340;Q134546708;umano;Angelo Gallo;Angelo Gallo;1904;0;m;m;Italia;;Borgoricco;;autista;;Vittorio;;socialista;"autore del ""Giornale della libreria""";19;
G01340;Q124069133;umano;Angelo Gallo;Angelo Galloni;1904;1902;m;m;Italia;Italia;Borgoricco;Fara Gera d'Adda;autista;pittore;Vittorio;;socialista;pittore italiano;19;
G01340;Q116042706;umano;Angelo Gallo;Angelo Gallone;1904;0;m;m;Italia;;Borgoricco;;autista;;Vittorio;;socialista;- 20 Aug 1546;19;
G01343;Q15120189;umano;Luigi Gallo;Luigi Gallo;1888;1977;m;m;Italia;Italia;Sciacca;Prato;avvocato;politico;Giuseppe;;socialista;politico italiano;13;
G01343;Q91515361;umano;Luigi Gallo;Luigi Gallo;1888;0;m;m;Italia;Italia;Sciacca;;avvocato;zootecnico;Giuseppe;;socialista;zootecnico italiano;13;
G01343;Q62058347;umano;Luigi Gallo;Luigi Gallo;1888;1976;m;m;Italia;Italia;Sciacca;;avvocato;informatico;Giuseppe;;socialista;informatico italiano (1976-);13;
G01343;Q59779820;umano;Luigi Gallo;Luigi Gallo;1888;1877;m;m;Italia;Regno d'Italia;Sciacca;Cosenza;avvocato;architetto;Giuseppe;;socialista;architetto italiano;13;
G01343;Q111828234;umano;Luigi Gallo;Luigi Gallo;1888;1964;m;m;Italia;Italia;Sciacca;Pavia;avvocato;musicista|poeta|sassofonista;Giuseppe;;socialista;sassofonista e poeta italiano (1964-);13;
G01343;Q111828257;umano;Luigi Gallo;Luigi Gallo;1888;1966;m;m;Italia;Italia;Sciacca;Roma;avvocato;conservatore di museo|curatore|professore universitario|saggista|storico dell'arte;Giuseppe;;socialista;storico dell'arte e curatore museale italiano (1966-);13;
G01343;Q110764661;umano;Luigi Gallo;Luigi Gallo;1888;1915;m;m;Italia;Regno d'Italia;Sciacca;Roma;avvocato;soldato;Giuseppe;;socialista;militare italiano, medaglia d'oro al valor militare;13;
G01343;Q111828388;umano;Luigi Gallo;Luigi Gallo;1888;1955;m;m;Italia;Italia;Sciacca;Salerno;avvocato;professore universitario|storico dell'antichità classica;Giuseppe;;socialista;storico dell'antichità italiano (1955-);13;
G01343;Q111828505;umano;Luigi Gallo;Luigi Gallo;1888;1801;m;;Italia;;Sciacca;;avvocato;;Giuseppe;;socialista;"1801-1857; Anatomista";13;
G01343;Q111828173;umano;Luigi Gallo;Luigi Gallo;1888;1817;m;m;Italia;Regno di Sardegna;Sciacca;Carignano;avvocato;missionario|sacerdote cattolico|storico della Chiesa;Giuseppe;;socialista;sacerdote e missionario italiano (1817-1863);13;
G01343;Q134310474;umano;Luigi Gallo;Q134310474;1888;0;m;;Italia;;Sciacca;;avvocato;politico;Giuseppe;;socialista;Deputato;13;
G01343;Q137907750;umano;Luigi Gallo;Luigi Gallo;1888;0;m;;Italia;;Sciacca;;avvocato;ricercatore;Giuseppe;;socialista;researcher;13;
G01343;Q3839671;umano;Luigi Gallo;Luigi Gallotta;1888;1898;m;m;Italia;Italia|Regno d'Italia;Sciacca;Eboli;avvocato;fotografo;Giuseppe;;socialista;fotografo italiano;13;
G02262;Q131421850;umano;Carlo Garino;Carlo Garino;1905;1864;m;;Italia;Regno d'Italia;Torino;;meccanico tornitore;pittore;Domenico;;comunista;"Torino 1864 / Sanremo - Imperia 1944; pittore";1;
G02579;Q939668;umano;Lodovico Gasparini;Lodovico Gasparini;1863;1948;m;m;Italia;Spagna;Istrana;Madrid;contadino;regista|regista cinematografico|regista televisivo;Matteo;;antifascista;regista italiano;1;
G02904;Q106603944;umano;Raffaele Gatti;Raffaele Gatti;1864;0;m;m;Italia;;Faenza;;calzolaio ambulante;editore;Lorenzo;;anarchico;editore italiano;1;
G03082;Q12263097;umano;Mario Gavi;Mario Gabiria Labarta;1892;1938;m;m;Italia;Spagna;Imperia;Cortes;meccanico;professore universitario|scrittore|sociologo|urbanista;Antonio;;socialista;Spanish sociologist;3;Mario Gaviria
G03082;Q2876273;umano;Mario Gavi;Mario Gavilán;1892;1940;m;m;Italia;Argentina;Imperia;Junín;meccanico;giornalista;Antonio;;socialista;giornalista argentino;3;
G03082;Q71314491;umano;Mario Gavi;Mario Gavilan Diaz;1892;1988;m;m;Italia;;Imperia;;meccanico;scacchista;Antonio;;socialista;scacchista;3;
G03338;Q105135395;umano;Giuseppe Gemignani;Giuseppe Gemignani;1898;1926;m;m;Italia;Italia|Regno d'Italia;Carrara;Pisa;;matematico|professore universitario;Erebo;;socialista;matematico italiano (1926-1993);4;
G03838;Q135930517;umano;Ferdinando Germani;Q135930517;1859;1923;m;m;Italia;;Arce;;tipografo;;Domenico;;anarchico;;1;
G06157;Q469656;umano;Paolo Giordano;Paolo Giordano;1887;1982;m;m;Italia;Italia;Catanzaro;Torino;falegname;fisico|romanziere|sceneggiatore|scrittore;Francesco;;anarchico;scrittore italiano (1982-);20;
G06157;Q3362625;umano;Paolo Giordano;Paolo Giordano;1887;1962;m;m;Italia;Italia;Catanzaro;Pescara;falegname;chitarrista;Francesco;;anarchico;chitarrista italiano (1962-2021);20;
G06157;Q114597345;umano;Paolo Giordano;Paolo Giordano;1887;1948;m;m;Italia;Italia;Catanzaro;;falegname;architetto;Francesco;;anarchico;architetto italiano (1948-);20;
G06157;Q114598445;umano;Paolo Giordano;Paolo Giordano;1887;1963;m;m;Italia;Italia;Catanzaro;Treviso;falegname;architetto;Francesco;;anarchico;architetto italiano (1963-2022);20;
G06157;Q114598271;umano;Paolo Giordano;Paolo Giordano;1887;1956;m;m;Italia;Italia;Catanzaro;Napoli;falegname;architetto;Francesco;;anarchico;architetto italiano (1956-);20;
G06157;Q114597424;umano;Paolo Giordano;Paolo A. Giordano;1887;1948;m;m;Italia;Italia;Catanzaro;Bordighera;falegname;italianista|professore universitario;Francesco;;anarchico;studioso di letteratura italiano (1948-);20;Paolo Giordano
G06157;Q3894114;umano;Paolo Giordano;Paolo Giordano;1887;1966;m;m;Italia;Italia;Catanzaro;Alessandria;falegname;giornalista;Francesco;;anarchico;giornalista italiano (1966-);20;
G06157;Q3362626;pagina di disambiguazione di un progetto Wikimedia per nomi di persona;Paolo Giordano;Paolo Giordano;1887;0;m;;Italia;;Catanzaro;;falegname;;Francesco;;anarchico;pagina di disambiguazione di un progetto Wikimedia;20;
G06157;Q102419610;umano;Paolo Giordano;Paolo Giordano;1887;1966;m;m;Italia;Italia;Catanzaro;Monza;falegname;matematico;Francesco;;anarchico;matematico italiano (1966-);20;
G06157;Q114597349;umano;Paolo Giordano;Paolo Giordano;1887;1954;m;m;Italia;Italia;Catanzaro;Napoli;falegname;fotografo;Francesco;;anarchico;fotografo italiano (1954-);20;
G06157;Q114598587;umano;Paolo Giordano;Paolo Giordano;1887;0;m;m;Italia;;Catanzaro;;falegname;religioso cristiano;Francesco;;anarchico;girolamino italiano (fl. 1590);20;
G06157;Q125378674;umano;Paolo Giordano;Paolo Giordano;1887;0;m;m;Italia;;Catanzaro;;falegname;economista;Francesco;;anarchico;;20;
G06157;Q519364;umano;Paolo Giordano;Paolo Giordano I Orsini;1887;1541;m;m;Italia;Stato Pontificio;Catanzaro;Bracciano;falegname;capitano di ventura;Francesco;;anarchico;primo duca di Bracciano e condottiero italiano (1541-1585);20;
G06157;Q21640069;umano;Paolo Giordano;Paolo Giordano II Orsini;1887;1591;m;m;Italia;;Catanzaro;Roma;falegname;collezionista d'arte|mecenate|poeta;Francesco;Virginio;anarchico;principe consorte di Piombino, mecenate e poeta italiano;20;
G06157;Q113534336;edizione;Paolo Giordano;Paolo Giordano Orsino / Duca di Bracciano;1887;0;m;;Italia;;Catanzaro;;falegname;;Francesco;;anarchico;edizione (1910) di rime di Paolo Giordano Orsini;20;
G06157;Q7132197;pagina di disambiguazione di un progetto Wikimedia per nomi di persona;Paolo Giordano;Paolo Giordano Orsini;1887;0;m;;Italia;;Catanzaro;;falegname;;Francesco;;anarchico;pagina di disambiguazione di un progetto Wikimedia;20;
G06157;Q17951411;articolo di Wikinotizie;Paolo Giordano;Paolo Giordano vince il Premio Strega 2008;1887;0;m;;Italia;;Catanzaro;;falegname;;Francesco;;anarchico;articolo di Wikinotizie;20;
G06157;Q114608344;umano;Paolo Giordano;Paolo Giordano Orsini;1887;1926;m;m;Italia;Italia|Regno d'Italia;Catanzaro;;falegname;chimico;Francesco;;anarchico;chimico italiano (1926-1996);20;
G06157;Q64960921;stampa;Paolo Giordano;Paolo Giordano Orsini II;1887;0;m;;Italia;;Catanzaro;;falegname;;Francesco;;anarchico;print in the National Gallery of Art (NGA 934);20;
G06157;Q116307617;busto;Paolo Giordano;Paolo Giordano II Orsini, Duke of Bracciano;1887;0;m;;Italia;;Catanzaro;;falegname;;Francesco;;anarchico;bust at the Metropolitan Museum of Art (MET, 1982.60.106);20;
G06169;Q48166670;umano;Vincenzo Giordano;Vincenzo Giordano;1854;0;m;m;Italia;;Sapri;;;ricercatore;Andrea;;antifascista;researcher;19;
G06169;Q23931488;umano;Vincenzo Giordano;Vincenzo Giordano;1854;1929;m;m;Italia;Italia|Regno d'Italia;Sapri;Calvanico;;politico;Andrea;;antifascista;politico italiano (1929-2009);19;
G06169;Q4013302;cacciatorpediniere;Vincenzo Giordano;Vincenzo Giordano Orsini;1854;0;m;;Italia;;Sapri;;;;Andrea;;antifascista;cacciatorpediniere (successivamente torpediniera) della Regia Marina italiana;19;
G06169;Q4013301;umano;Vincenzo Giordano;Vincenzo Giordano Orsini;1854;1817;m;m;Italia;Regno d'Italia;Sapri;Palermo;;politico|ufficiale;Andrea;;antifascista;generale e politico italiano (1817-1889);19;
G06169;Q4013303;umano;Vincenzo Giordano;Vincenzo Giordano Zocchi;1854;1842;m;m;Italia;Regno d'Italia;Sapri;Napoli;;scrittore;Andrea;;antifascista;scrittore italiano;19;
G06169;Q4776661;umano;Antonio Giordano;Antonio Giordano;1854;1962;m;m;Italia;Stati Uniti d'America|Italia;Sapri;Napoli;;genetista|medico|oncologo|patologo|professore universitario|scienziato;Andrea;;antifascista;oncologo, patologo e genetista italo-statunitense (1962-);19;
G06169;Q55396283;umano;Antonio Giordano;Antonio Giordano;1854;0;m;m;Italia;;Sapri;;;ricercatore;Andrea;;antifascista;researcher (ORCID 0000-0003-1401-5855);19;
G06169;Q3619657;umano;Antonio Giordano;Antonio Giordano;1854;1459;m;m;Italia;;Sapri;Venafro;;giurista;Andrea;;antifascista;giurista italiano (1459-1530);19;Antonio Giordano
G06169;Q91373613;umano;Antonio Giordano;Antonio Giordano;1854;0;m;m;Italia;;Sapri;;;ricercatore;Andrea;;antifascista;researcher (ORCID 0000-0002-7760-9717);19;
G06169;Q90365856;umano;Antonio Giordano;Antonio Giordano;1854;0;m;m;Italia;;Sapri;;;ricercatore;Andrea;;antifascista;researcher (ORCID 0000-0001-7143-6758);19;
G06169;Q120485645;umano;Antonio Giordano;Antonio Giordano;1854;1964;m;m;Italia;Italia;Sapri;Napoli;;politico;Andrea;;antifascista;politico italiano (1964-);19;
G06169;Q108841563;umano;Antonio Giordano;Antonio Giordano;1854;1928;m;m;Italia;Italia|Regno d'Italia;Sapri;Sant'Antonio Abate;;frate;Andrea;;antifascista;francescano italiano (1928-2006);19;
G06169;Q47117867;umano;Antonio Giordano;Antonio Giordano;1854;0;m;m;Italia;;Sapri;;;botanico;Andrea;;antifascista;botanist;19;
G06169;Q21535692;umano;Antonio Giordano;Antonio Giordano;1854;1907;m;m;Italia;Australia|Regno d'Italia;Sapri;Napoli;;community leader|giornalista|scrittore;Andrea;;antifascista;giornalista italo-australiano (1907-1984);19;
G06169;Q95247978;umano;Antonio Giordano;Antonio Giordano;1854;1861;m;m;Italia;Regno d'Italia;Sapri;;;giurista;Andrea;;antifascista;giurista italiano (1861-);19;
G06169;Q135349677;umano;Antonio Giordano;Antonio Giordano;1854;1977;m;m;Italia;Italia;Sapri;;;cestista;Andrea;;antifascista;Italian basketball player (born 1977);19;
G06169;Q114435429;umano;Antonio Giordano;Antonio Giordano Resti;1854;0;m;;Italia;;Sapri;;;ricercatore;Andrea;;antifascista;researcher;19;
G06169;Q48560742;;Antonio Giordano;Q48560742;1854;0;m;;Italia;;Sapri;;;;Andrea;;antifascista;;19;
G06177;Q99507554;umano;Vittorio Giordano;Vittorio Giordano;1874;1969;m;m;Italia;Italia;Dolceacqua;;commerciante;artista visuale;Antonio;;socialista;;1;
G06293;Q63993027;umano;Mario Giorgi;Mario Giorgi;1904;0;m;;Italia;;Pennabilli;;bracciante|operaio;ricercatore;Francesco;;antifascista;researcher (ORCID 0000-0003-3657-4703);7;
G06293;Q60977026;umano;Mario Giorgi;Mario Giorgi;1904;0;m;m;Italia;;Pennabilli;;bracciante|operaio;ricercatore;Francesco;;antifascista;researcher ORCID ID = 0000-0001-7763-8545;7;
G06293;Q16657969;umano;Mario Giorgi;Mario Giorgi;1904;1956;m;m;Italia;Italia;Pennabilli;Bologna;bracciante|operaio;scrittore|scrittore di fantascienza;Francesco;;antifascista;scrittore e regista italiano;7;
G06293;Q3848639;umano;Mario Giorgi;Mario Giorgini;1904;1900;m;m;Italia;Italia|Regno d'Italia;Pennabilli;Massa;bracciante|operaio;militare;Francesco;;antifascista;ammiraglio italiano;7;
G06293;Q108862937;umano;Mario Giorgi;Mário Giorgio Marrano;1904;1920;m;m;Italia;;Pennabilli;Italia;bracciante|operaio;medico;Francesco;;antifascista;;7;
G06293;Q138585436;umano;Mario Giorgi;Mario Giorgio Rizzone;1904;0;m;;Italia;;Pennabilli;;bracciante|operaio;ricercatore;Francesco;;antifascista;researcher;7;
G06293;Q20812996;umano;Mario Giorgi;Stefano Baldi;1904;1961;m;m;Italia;Italia;Pennabilli;Città della Pieve;bracciante|operaio;diplomatico;Francesco;;antifascista;diplomatico italiano (1961-);7;Mario Giorgio Stefano Baldi
G06387;Q104813267;umano;Francesco Giorni;Francesco Giorni;1896;1810;m;m;Italia;;Anghiari;;autista;sacerdote;Luigi;;comunista;sacerdote italiano (1810-1896);1;
G06589;Q63951997;umano;Mario Giovannini;Mario Giovannini;1904;1903;m;m;Svizzera;Regno d'Italia;Zurigo;Vairano Patenora;bracciante;ingegnere|politico|professore universitario;Isidoro;;antifascista;politico italiano;1;
G07321;Q982512;umano;Giuseppe Giusti;Giuseppe Giusti;1866;1809;m;m;Italia;;Agira;Monsummano Terme;;poeta|scrittore;Salvatore;;socialista;poeta italiano;13;
G07321;Q64735706;umano;Giuseppe Giusti;Giuseppe Giusti;1866;1814;m;m;Italia;Regno d'Italia;Agira;;;sacerdote cattolico|vescovo cattolico;Salvatore;;socialista;(1814-1897) arcivescovo cattolico;13;
G07321;Q93229993;umano;Giuseppe Giusti;Giuseppe Giusti;1866;0;m;m;Italia;;Agira;;;ricercatore;Salvatore;;socialista;urology researcher at University of Cagliari (ORCID 0000-0002-8616-8394);13;
G07321;Q64763658;umano;Giuseppe Giusti;Giuseppe Giusti;1866;1685;m;m;Italia;;Agira;;;sacerdote cattolico|vescovo cattolico;Salvatore;;socialista;(1685-1764) vescovo cattolico;13;
G07321;Q52746397;scuola dell'infanzia;Giuseppe Giusti;Giuseppe Giusti;1866;0;m;;Italia;;Agira;;;;Salvatore;;socialista;scuola infanzia di Montecatini-Terme in provincia di Pistoia (Italia) [codice scuola: PTAA82207E];13;
G07321;Q104231101;umano;Giuseppe Giusti;Giuseppe Giusti;1866;1700;m;m;Italia;;Agira;;;artista;Salvatore;;socialista;Italian artist (1700-1769);13;
G07321;Q134347366;umano;Giuseppe Giusti;Q134347366;1866;0;m;m;Italia;;Agira;;;cantante lirico;Salvatore;;socialista;cantante lirico italiano (fl. 1766-1810);13;
G07321;Q64760606;umano;Giuseppe Giusti;Giuseppe Giustiniani;1866;1835;m;m;Italia;;Agira;;;sacerdote cattolico|vescovo cattolico;Salvatore;;socialista;arcivescovo cattolico;13;
G07321;Q112128022;umano;Giuseppe Giusti;Giuseppe Giustiniani;1866;1525;m;m;Italia;Repubblica di Genova;Agira;Chio;;diplomatico;Salvatore;;socialista;nobile italiano (1525-1600);13;
G07321;Q3770698;umano;Giuseppe Giusti;Giuseppe Giusti Sinopoli;1866;1866;m;m;Italia;Regno d'Italia;Agira;Agira;;drammaturgo|scrittore;Salvatore;;socialista;drammaturgo italiano;13;
G07321;Q94535791;umano;Giuseppe Giusti;Giuseppe Giustino Di Costanzo;1866;1738;m;m;Italia;;Agira;;;;Salvatore;;socialista;;13;
G07321;Q76114556;umano;Giuseppe Giusti;Giuseppe Giustiniani-Bandini;1866;1896;m;m;Italia;;Agira;;;;Salvatore;Charles;socialista;(born 1896);13;
G07321;Q16620953;strada urbana;Giuseppe Giusti;via Giuseppe Giusti;1866;0;m;;Italia;;Agira;;;;Salvatore;;socialista;via nel centro storico di Firenze;13;Giuseppe Giusti Sokağı
